time,类型,日期,小时,实时电价,1.0模型预测实时电价,2.0模型预测实时电价,日前电价,1.0模型预测日前电价,2.0模型预测日前电价
2026-01-01 01:00:00,星期四,2026-01-01,1.0,501.074,331.3245,301.1894,292.6,344.9378,358.7906
2026-01-01 02:00:00,星期四,2026-01-01,2.0,484.259,324.2202,268.3496,251.5,339.245,351.9108
2026-01-01 03:00:00,星期四,2026-01-01,3.0,495.008,328.7881,310.4289,300.0,336.0327,341.7104
2026-01-01 04:00:00,星期四,2026-01-01,4.0,473.502,321.0337,296.532,282.65,333.3416,336.64
2026-01-01 05:00:00,星期四,2026-01-01,5.0,441.324,312.1363,263.583,251.2,326.0319,343.5819
2026-01-01 06:00:00,星期四,2026-01-01,6.0,409.302,298.1249,255.3028,245.0,321.817,330.4169
2026-01-01 07:00:00,星期四,2026-01-01,7.0,324.555,290.9642,256.7936,245.0,306.5475,297.1853
2026-01-01 08:00:00,星期四,2026-01-01,8.0,347.583,333.9985,303.0885,300.0,346.1113,350.4098
2026-01-01 09:00:00,星期四,2026-01-01,9.0,342.173,278.241,262.8741,275.425,259.5374,210.719
2026-01-01 10:00:00,星期四,2026-01-01,10.0,-22.374,88.0782,-80.0,62.56,130.9451,97.0343
2026-01-01 11:00:00,星期四,2026-01-01,11.0,-80.0,-51.3217,-80.0,0.0,-38.915,-6.2546
2026-01-01 12:00:00,星期四,2026-01-01,12.0,-80.0,-84.3854,-80.0,-44.0,-70.2132,-57.4767
2026-01-01 13:00:00,星期四,2026-01-01,13.0,-80.0,-83.3898,-80.0,-52.5,-78.5449,-63.2907
2026-01-01 14:00:00,星期四,2026-01-01,14.0,-80.0,-81.2191,-80.0,-53.0,-76.7142,-61.4244
2026-01-01 15:00:00,星期四,2026-01-01,15.0,-80.0,-86.6667,-80.0,7.75,-73.5673,-43.2456
2026-01-01 16:00:00,星期四,2026-01-01,16.0,-38.953,57.7454,195.5211,227.5,55.1248,94.1401
2026-01-01 17:00:00,星期四,2026-01-01,17.0,-15.218,284.9167,246.3166,245.0,235.0822,235.1727
2026-01-01 18:00:00,星期四,2026-01-01,18.0,-77.821,296.154,269.5305,262.9,278.32,273.1317
2026-01-01 19:00:00,星期四,2026-01-01,19.0,-40.962,290.2551,253.2331,245.0,267.8366,267.3225
2026-01-01 20:00:00,星期四,2026-01-01,20.0,-54.637,289.0429,251.1728,245.0,265.7321,268.6902
2026-01-01 21:00:00,星期四,2026-01-01,21.0,45.665,293.7383,249.6536,245.0,267.9584,273.9227
2026-01-01 22:00:00,星期四,2026-01-01,22.0,296.364,286.6831,250.0547,245.0,249.3114,251.0666
2026-01-01 23:00:00,星期四,2026-01-01,23.0,291.119,280.5474,235.3721,245.0,228.6046,231.694
2026-01-02 00:00:00,星期四,2026-01-01,24.0,265.849,268.0046,236.385,245.0,211.8534,219.1615
2026-01-02 01:00:00,星期五,2026-01-02,1.0,435.449,209.039,318.6672,347.5,189.7539,231.1148
2026-01-02 02:00:00,星期五,2026-01-02,2.0,275.603,202.9074,342.9992,360.0,190.0547,229.1438
2026-01-02 03:00:00,星期五,2026-01-02,3.0,501.461,240.6712,357.3807,360.0,205.5283,273.7231
2026-01-02 04:00:00,星期五,2026-01-02,4.0,377.456,240.9562,339.9047,357.0,199.6668,270.1968
2026-01-02 05:00:00,星期五,2026-01-02,5.0,341.952,241.2196,341.8389,348.0,202.4496,248.7931
2026-01-02 06:00:00,星期五,2026-01-02,6.0,323.574,213.4922,352.6138,360.0,204.7565,221.7576
2026-01-02 07:00:00,星期五,2026-01-02,7.0,299.097,176.9595,312.03,332.6,185.9748,180.9238
2026-01-02 08:00:00,星期五,2026-01-02,8.0,382.073,270.4345,331.2537,345.75,242.9558,238.5719
2026-01-02 09:00:00,星期五,2026-01-02,9.0,417.821,178.1918,219.556,330.5,251.6343,244.1126
2026-01-02 10:00:00,星期五,2026-01-02,10.0,-80.0,-63.2831,-80.0,84.913,29.2865,59.4058
2026-01-02 11:00:00,星期五,2026-01-02,11.0,-80.0,-80.7908,-80.0,23.56,-41.2327,-23.6796
2026-01-02 12:00:00,星期五,2026-01-02,12.0,-80.0,-81.2618,-80.0,0.0,-65.6245,-61.285
2026-01-02 13:00:00,星期五,2026-01-02,13.0,-80.0,-81.6198,-80.0,-21.72,-79.5397,-58.3182
2026-01-02 14:00:00,星期五,2026-01-02,14.0,-80.0,-80.5094,-80.0,0.0,-79.6365,-53.4956
2026-01-02 15:00:00,星期五,2026-01-02,15.0,-45.961,-79.0477,-80.0,79.375,-52.4671,-7.8728
2026-01-02 16:00:00,星期五,2026-01-02,16.0,303.78,47.8057,220.8336,309.0,91.4816,116.3493
2026-01-02 17:00:00,星期五,2026-01-02,17.0,502.928,313.2419,363.2823,378.86,333.3723,331.3342
2026-01-02 18:00:00,星期五,2026-01-02,18.0,480.462,340.6428,396.4265,405.0,363.8172,361.3122
2026-01-02 19:00:00,星期五,2026-01-02,19.0,407.123,307.8173,377.8929,390.1,324.0188,328.8184
2026-01-02 20:00:00,星期五,2026-01-02,20.0,447.553,299.3545,378.9709,390.0,302.182,307.489
2026-01-02 21:00:00,星期五,2026-01-02,21.0,429.196,292.6455,359.595,370.0,283.1815,285.3296
2026-01-02 22:00:00,星期五,2026-01-02,22.0,403.057,287.242,323.8912,347.5,242.524,265.2121
2026-01-02 23:00:00,星期五,2026-01-02,23.0,301.564,224.3766,303.1438,330.0,194.8555,228.6941
2026-01-03 00:00:00,星期五,2026-01-02,24.0,78.417,255.0241,302.0657,330.0,177.4351,204.3677
2026-01-03 01:00:00,星期六,2026-01-03,1.0,-59.924,170.1109,337.1316,364.94,213.12,255.0361
2026-01-03 02:00:00,星期六,2026-01-03,2.0,-80.0,132.8303,307.5134,350.0,173.4754,188.4223
2026-01-03 03:00:00,星期六,2026-01-03,3.0,-80.0,198.7937,346.9774,366.81,210.9659,253.5464
2026-01-03 04:00:00,星期六,2026-01-03,4.0,-80.0,177.2067,332.4489,359.5,207.9105,241.8601
2026-01-03 05:00:00,星期六,2026-01-03,5.0,-80.0,181.0896,325.0734,359.5,209.2854,244.5703
2026-01-03 06:00:00,星期六,2026-01-03,6.0,-80.0,203.6767,324.61,360.0,213.0553,249.7186
2026-01-03 07:00:00,星期六,2026-01-03,7.0,-80.0,199.0775,340.1663,375.0,215.2565,220.0914
2026-01-03 08:00:00,星期六,2026-01-03,8.0,67.279,290.6651,443.848,461.3,273.762,271.6932
2026-01-03 09:00:00,星期六,2026-01-03,9.0,288.16,232.0795,375.0584,489.0,346.9548,365.4728
2026-01-03 10:00:00,星期六,2026-01-03,10.0,187.113,47.2474,147.5064,255.0,187.6793,195.7652
2026-01-03 11:00:00,星期六,2026-01-03,11.0,76.767,-20.246,-80.0,125.0,76.1063,90.6057
2026-01-03 12:00:00,星期六,2026-01-03,12.0,210.706,-77.5295,-80.0,60.0,8.6303,69.4951
2026-01-03 13:00:00,星期六,2026-01-03,13.0,-59.766,-80.2614,-80.0,33.0,-30.6997,13.0494
2026-01-03 14:00:00,星期六,2026-01-03,14.0,-33.473,-71.0614,-80.0,133.75,-4.6807,22.237
2026-01-03 15:00:00,星期六,2026-01-03,15.0,137.721,48.3018,148.6815,213.125,77.9366,109.7081
2026-01-03 16:00:00,星期六,2026-01-03,16.0,457.255,247.0644,312.931,372.5,281.818,288.6266
2026-01-03 17:00:00,星期六,2026-01-03,17.0,519.918,405.4499,483.2463,500.0,455.4406,491.2599
2026-01-03 18:00:00,星期六,2026-01-03,18.0,522.487,415.3333,489.1267,500.0,474.6267,503.8003
2026-01-03 19:00:00,星期六,2026-01-03,19.0,518.953,403.0464,487.8971,500.0,442.8539,473.5932
2026-01-03 20:00:00,星期六,2026-01-03,20.0,519.344,399.3135,491.8989,500.0,428.0202,450.5011
2026-01-03 21:00:00,星期六,2026-01-03,21.0,529.38,396.5329,494.9953,500.0,417.2507,435.0659
2026-01-03 22:00:00,星期六,2026-01-03,22.0,526.759,391.5986,494.2272,500.0,404.9042,416.8738
2026-01-03 23:00:00,星期六,2026-01-03,23.0,503.641,383.0559,466.8988,472.5,390.3137,403.2314
2026-01-04 00:00:00,星期六,2026-01-03,24.0,480.454,367.9776,444.147,450.0,373.6054,374.7031
2026-01-04 01:00:00,星期日,2026-01-04,1.0,359.912,404.4627,379.7906,380.0,446.6972,345.9279
2026-01-04 02:00:00,星期日,2026-01-04,2.0,356.164,383.9668,375.9664,380.0,422.8058,346.1324
2026-01-04 03:00:00,星期日,2026-01-04,3.0,356.106,399.5543,388.392,393.0,433.604,347.6277
2026-01-04 04:00:00,星期日,2026-01-04,4.0,357.947,387.1571,390.4505,391.0,417.2568,344.9022
2026-01-04 05:00:00,星期日,2026-01-04,5.0,355.099,383.7679,381.5011,384.0,410.6214,337.9248
2026-01-04 06:00:00,星期日,2026-01-04,6.0,347.658,382.7501,376.4513,379.0,408.5123,328.6538
2026-01-04 07:00:00,星期日,2026-01-04,7.0,346.182,375.0125,372.4817,384.0,406.4655,314.1744
2026-01-04 08:00:00,星期日,2026-01-04,8.0,367.368,439.7597,380.6982,395.5,469.3265,349.1778
2026-01-04 09:00:00,星期日,2026-01-04,9.0,392.297,434.4878,459.463,454.94,528.8829,560.2204
2026-01-04 10:00:00,星期日,2026-01-04,10.0,372.5,431.3609,456.3263,457.0,530.2825,583.7403
2026-01-04 11:00:00,星期日,2026-01-04,11.0,382.543,459.982,442.9392,454.35,535.1262,580.1908
2026-01-04 12:00:00,星期日,2026-01-04,12.0,392.233,459.0425,441.6496,444.95,532.2138,556.7694
2026-01-04 13:00:00,星期日,2026-01-04,13.0,376.776,438.5011,402.52,427.0,485.3929,513.2509
2026-01-04 14:00:00,星期日,2026-01-04,14.0,391.387,441.2938,422.2975,436.95,502.7498,527.977
2026-01-04 15:00:00,星期日,2026-01-04,15.0,434.804,446.951,439.9229,423.5,507.2652,541.3212
2026-01-04 16:00:00,星期日,2026-01-04,16.0,418.175,445.2041,453.5581,429.0,513.7783,538.9341
2026-01-04 17:00:00,星期日,2026-01-04,17.0,414.401,431.5026,422.6657,431.0,518.9978,559.5271
2026-01-04 18:00:00,星期日,2026-01-04,18.0,392.632,416.3895,426.7491,438.0,501.2381,527.8831
2026-01-04 19:00:00,星期日,2026-01-04,19.0,367.327,406.379,402.7646,414.88,465.4674,494.073
2026-01-04 20:00:00,星期日,2026-01-04,20.0,358.622,403.2414,396.517,407.5,450.0837,468.6434
2026-01-04 21:00:00,星期日,2026-01-04,21.0,346.347,403.4532,393.8175,400.0,440.092,454.2537
2026-01-04 22:00:00,星期日,2026-01-04,22.0,338.004,398.1744,385.9277,389.5,430.5691,437.599
2026-01-04 23:00:00,星期日,2026-01-04,23.0,326.174,382.5673,362.9295,375.0,404.4501,410.1945
2026-01-05 00:00:00,星期日,2026-01-04,24.0,312.167,366.122,340.6478,365.0,387.1875,379.2005
2026-01-05 01:00:00,星期一,2026-01-05,1.0,270.403,330.9748,366.3262,379.7,315.7551,331.202
2026-01-05 02:00:00,星期一,2026-01-05,2.0,254.794,304.4547,359.3314,374.0,301.1947,331.1205
2026-01-05 03:00:00,星期一,2026-01-05,3.0,289.784,305.8055,374.5955,390.0,295.0611,335.1685
2026-01-05 04:00:00,星期一,2026-01-05,4.0,250.969,283.3516,357.746,380.0,275.0992,319.9831
2026-01-05 05:00:00,星期一,2026-01-05,5.0,225.869,276.0665,360.5371,380.0,266.3179,319.6241
2026-01-05 06:00:00,星期一,2026-01-05,6.0,233.053,259.666,357.0433,380.0,263.6252,311.2765
2026-01-05 07:00:00,星期一,2026-01-05,7.0,242.762,266.9765,367.9009,397.713,251.7141,269.0135
2026-01-05 08:00:00,星期一,2026-01-05,8.0,330.341,338.6183,378.2032,400.0,323.6085,311.8645
2026-01-05 09:00:00,星期一,2026-01-05,9.0,400.477,333.2983,372.6056,403.875,315.9395,283.3495
2026-01-05 10:00:00,星期一,2026-01-05,10.0,314.463,196.3803,273.9424,355.0,211.7097,182.4884
2026-01-05 11:00:00,星期一,2026-01-05,11.0,243.604,77.9103,222.0103,330.0,132.3812,92.8809
2026-01-05 12:00:00,星期一,2026-01-05,12.0,162.408,9.7801,184.7736,329.5,72.1725,38.692
2026-01-05 13:00:00,星期一,2026-01-05,13.0,-47.859,-39.9973,156.1264,313.75,-17.7615,-7.8604
2026-01-05 14:00:00,星期一,2026-01-05,14.0,-35.689,23.0585,242.8359,332.5,75.2466,50.2222
2026-01-05 15:00:00,星期一,2026-01-05,15.0,6.171,144.388,315.2409,389.35,148.5287,157.1812
2026-01-05 16:00:00,星期一,2026-01-05,16.0,348.994,326.9087,359.236,396.588,327.5994,315.597
2026-01-05 17:00:00,星期一,2026-01-05,17.0,414.177,434.3046,429.2697,450.0,434.2166,430.1981
2026-01-05 18:00:00,星期一,2026-01-05,18.0,402.448,431.9931,481.5233,483.75,439.7036,436.2026
2026-01-05 19:00:00,星期一,2026-01-05,19.0,415.166,413.0722,478.3493,486.5,421.9202,427.0356
2026-01-05 20:00:00,星期一,2026-01-05,20.0,415.294,408.9855,470.9536,480.5,409.6182,415.2723
2026-01-05 21:00:00,星期一,2026-01-05,21.0,421.4,402.829,462.4177,476.5,405.2255,412.283
2026-01-05 22:00:00,星期一,2026-01-05,22.0,405.692,397.8813,446.7558,459.0,393.2131,396.1169
2026-01-05 23:00:00,星期一,2026-01-05,23.0,387.506,387.9372,435.6868,450.0,366.9778,371.5528
2026-01-06 00:00:00,星期一,2026-01-05,24.0,357.823,375.3811,414.5177,425.0,357.0349,350.04
2026-01-06 01:00:00,星期二,2026-01-06,1.0,357.168,349.2205,346.0287,360.0,375.4219,346.5039
2026-01-06 02:00:00,星期二,2026-01-06,2.0,340.364,329.988,344.0096,357.5,362.0752,341.0839
2026-01-06 03:00:00,星期二,2026-01-06,3.0,355.321,339.6266,347.0564,359.5,369.295,348.3184
2026-01-06 04:00:00,星期二,2026-01-06,4.0,331.55,323.3139,336.4728,350.0,353.2582,349.6986
2026-01-06 05:00:00,星期二,2026-01-06,5.0,325.39,315.9058,334.4668,349.0,350.2578,337.5197
2026-01-06 06:00:00,星期二,2026-01-06,6.0,321.281,311.0094,335.4409,349.5,339.6825,340.843
2026-01-06 07:00:00,星期二,2026-01-06,7.0,328.162,318.4111,344.06,355.5,346.9742,328.77
2026-01-06 08:00:00,星期二,2026-01-06,8.0,383.963,372.3539,371.1392,383.0,386.3436,357.97
2026-01-06 09:00:00,星期二,2026-01-06,9.0,462.204,366.6985,363.0959,387.0,419.1627,376.5145
2026-01-06 10:00:00,星期二,2026-01-06,10.0,493.524,277.8077,312.6783,384.0,350.7048,322.1102
2026-01-06 11:00:00,星期二,2026-01-06,11.0,424.823,205.8214,211.8451,300.0,288.8063,272.6426
2026-01-06 12:00:00,星期二,2026-01-06,12.0,392.95,79.3867,-80.0,182.0,177.0547,183.6132
2026-01-06 13:00:00,星期二,2026-01-06,13.0,351.108,-28.9797,-80.0,100.0,68.0616,120.5853
2026-01-06 14:00:00,星期二,2026-01-06,14.0,341.34,17.0508,-80.0,140.8,103.9487,147.2807
2026-01-06 15:00:00,星期二,2026-01-06,15.0,340.021,104.5956,177.1647,215.0,155.4005,200.3512
2026-01-06 16:00:00,星期二,2026-01-06,16.0,376.439,284.0996,324.1176,357.5,308.9823,320.5166
2026-01-06 17:00:00,星期二,2026-01-06,17.0,380.985,373.8241,360.396,372.313,417.1384,425.3221
2026-01-06 18:00:00,星期二,2026-01-06,18.0,366.714,367.3877,368.815,379.5,420.8639,423.3922
2026-01-06 19:00:00,星期二,2026-01-06,19.0,379.682,333.6825,352.0685,364.65,379.6674,378.0615
2026-01-06 20:00:00,星期二,2026-01-06,20.0,369.707,325.1495,331.8431,345.5,346.0851,357.4932
2026-01-06 21:00:00,星期二,2026-01-06,21.0,341.749,275.9087,328.7913,341.875,301.3908,324.5116
2026-01-06 22:00:00,星期二,2026-01-06,22.0,327.758,269.7946,316.7042,333.0,285.6719,306.6232
2026-01-06 23:00:00,星期二,2026-01-06,23.0,272.582,260.7457,269.4948,300.0,245.9203,287.6711
2026-01-07 00:00:00,星期二,2026-01-06,24.0,40.617,251.7584,273.4175,300.0,254.7077,265.2518
2026-01-07 01:00:00,星期三,2026-01-07,1.0,93.446,176.911,158.6956,200.0,193.8561,156.3213
2026-01-07 02:00:00,星期三,2026-01-07,2.0,101.659,82.1275,-80.0,125.75,129.4161,109.423
2026-01-07 03:00:00,星期三,2026-01-07,3.0,-59.993,109.8573,134.8454,153.5,180.5971,163.2288
2026-01-07 04:00:00,星期三,2026-01-07,4.0,23.587,87.7526,160.5151,196.905,129.9154,118.3339
2026-01-07 05:00:00,星期三,2026-01-07,5.0,0.0,119.053,170.3291,200.0,173.31,164.5024
2026-01-07 06:00:00,星期三,2026-01-07,6.0,17.477,175.1987,180.7718,207.5,198.4881,154.2456
2026-01-07 07:00:00,星期三,2026-01-07,7.0,158.878,197.885,211.9426,228.0,218.051,164.7224
2026-01-07 08:00:00,星期三,2026-01-07,8.0,330.85,320.6718,327.186,340.313,318.4826,289.9355
2026-01-07 09:00:00,星期三,2026-01-07,9.0,430.829,302.6921,294.9453,325.19,349.7587,339.245
2026-01-07 10:00:00,星期三,2026-01-07,10.0,87.212,95.4041,122.6391,200.0,202.0855,192.3616
2026-01-07 11:00:00,星期三,2026-01-07,11.0,-80.0,19.484,-80.0,94.3,116.721,121.096
2026-01-07 12:00:00,星期三,2026-01-07,12.0,-80.0,-52.7495,-80.0,15.205,9.9133,47.594
2026-01-07 13:00:00,星期三,2026-01-07,13.0,-80.0,-75.7123,-80.0,57.5,-32.4585,-0.0694
2026-01-07 14:00:00,星期三,2026-01-07,14.0,-80.0,-59.9808,-80.0,30.09,5.6737,37.438
2026-01-07 15:00:00,星期三,2026-01-07,15.0,-90.169,64.2915,-80.0,120.0,119.8959,137.1132
2026-01-07 16:00:00,星期三,2026-01-07,16.0,303.403,296.3374,269.8861,313.75,306.9806,303.3028
2026-01-07 17:00:00,星期三,2026-01-07,17.0,475.179,410.0997,394.6441,405.5,451.8411,469.9697
2026-01-07 18:00:00,星期三,2026-01-07,18.0,468.093,416.3968,412.569,426.0,469.1875,479.8216
2026-01-07 19:00:00,星期三,2026-01-07,19.0,463.295,398.1095,391.9111,404.5,437.4889,455.9365
2026-01-07 20:00:00,星期三,2026-01-07,20.0,459.735,397.0161,393.0976,402.5,427.8794,443.6902
2026-01-07 21:00:00,星期三,2026-01-07,21.0,459.508,395.4516,390.7894,400.0,419.1194,431.5222
2026-01-07 22:00:00,星期三,2026-01-07,22.0,456.707,394.5828,397.405,400.0,416.7549,421.0629
2026-01-07 23:00:00,星期三,2026-01-07,23.0,465.215,389.42,383.5685,390.0,413.1901,410.1518
2026-01-08 00:00:00,星期三,2026-01-07,24.0,456.3,380.5896,375.5762,373.5,405.0837,392.1627
2026-01-08 01:00:00,星期四,2026-01-08,1.0,437.606,424.5451,356.8388,360.0,387.4865,372.0524
2026-01-08 02:00:00,星期四,2026-01-08,2.0,430.249,413.6534,349.0305,350.25,384.5364,366.6659
2026-01-08 03:00:00,星期四,2026-01-08,3.0,474.081,419.6455,350.6452,352.24,384.8105,373.5501
2026-01-08 04:00:00,星期四,2026-01-08,4.0,452.372,413.0492,344.6814,350.0,381.4891,365.3527
2026-01-08 05:00:00,星期四,2026-01-08,5.0,442.113,407.4379,344.2308,350.0,375.5649,353.8199
2026-01-08 06:00:00,星期四,2026-01-08,6.0,438.086,398.7641,345.1135,351.13,374.0602,346.3424
2026-01-08 07:00:00,星期四,2026-01-08,7.0,442.129,388.997,340.5459,351.0,374.6766,341.9225
2026-01-08 08:00:00,星期四,2026-01-08,8.0,515.079,417.4876,384.2994,392.25,398.6285,371.2342
2026-01-08 09:00:00,星期四,2026-01-08,9.0,539.874,351.7782,333.7868,372.048,376.0218,312.3151
2026-01-08 10:00:00,星期四,2026-01-08,10.0,286.227,164.1348,125.3413,209.113,215.5806,182.861
2026-01-08 11:00:00,星期四,2026-01-08,11.0,195.738,39.9477,-80.0,-20.0,85.721,96.1098
2026-01-08 12:00:00,星期四,2026-01-08,12.0,-45.473,-40.8247,-80.0,-38.5,-3.5101,39.767
2026-01-08 13:00:00,星期四,2026-01-08,13.0,-73.794,-77.8078,-80.0,-32.125,-52.0347,-26.1631
2026-01-08 14:00:00,星期四,2026-01-08,14.0,-74.922,-55.7421,-80.0,-38.5,-34.9487,20.9414
2026-01-08 15:00:00,星期四,2026-01-08,15.0,-26.518,3.621,-80.0,28.088,24.8754,75.7429
2026-01-08 16:00:00,星期四,2026-01-08,16.0,319.934,216.5305,199.2821,211.0,232.1135,245.5641
2026-01-08 17:00:00,星期四,2026-01-08,17.0,437.855,349.6851,299.5364,305.0,360.411,304.8243
2026-01-08 18:00:00,星期四,2026-01-08,18.0,150.188,321.9362,301.8151,305.25,353.9959,323.7851
2026-01-08 19:00:00,星期四,2026-01-08,19.0,-31.709,258.624,257.6743,276.0,260.2324,281.0691
2026-01-08 20:00:00,星期四,2026-01-08,20.0,100.271,241.6608,228.9544,255.0,234.9959,249.8772
2026-01-08 21:00:00,星期四,2026-01-08,21.0,-19.482,222.6358,144.5486,165.05,209.7718,239.265
2026-01-08 22:00:00,星期四,2026-01-08,22.0,-58.666,200.9464,139.7462,151.4,195.1583,205.8194
2026-01-08 23:00:00,星期四,2026-01-08,23.0,-80.0,192.5723,-80.0,50.0,119.5476,179.8706
2026-01-09 00:00:00,星期四,2026-01-08,24.0,-80.0,179.4201,-80.0,43.64,110.4892,156.2746
2026-01-09 01:00:00,星期五,2026-01-09,1.0,-31.022,21.6476,-80.0,0.0,67.7476,-64.9981
2026-01-09 02:00:00,星期五,2026-01-09,2.0,138.831,4.2087,-80.0,0.0,62.7973,-61.3794
2026-01-09 03:00:00,星期五,2026-01-09,3.0,116.893,26.9899,-80.0,-3.26,64.5176,-81.2346
2026-01-09 04:00:00,星期五,2026-01-09,4.0,61.897,16.2649,-80.0,-3.5,64.8633,-70.9658
2026-01-09 05:00:00,星期五,2026-01-09,5.0,-80.0,8.0317,-80.0,-5.01,64.5172,-61.7827
2026-01-09 06:00:00,星期五,2026-01-09,6.0,-80.0,6.8033,-80.0,0.0,71.7707,-66.016
2026-01-09 07:00:00,星期五,2026-01-09,7.0,-80.0,35.1573,-80.0,20.0,80.165,-57.2742
2026-01-09 08:00:00,星期五,2026-01-09,8.0,13.22,167.4455,217.7422,236.55,141.7018,74.9578
2026-01-09 09:00:00,星期五,2026-01-09,9.0,510.09,175.1555,157.4183,246.363,193.1802,146.234
2026-01-09 10:00:00,星期五,2026-01-09,10.0,414.222,-7.1775,-80.0,125.435,32.2045,11.0066
2026-01-09 11:00:00,星期五,2026-01-09,11.0,62.492,-71.9689,-80.0,-71.0,-45.9945,-30.7788
2026-01-09 12:00:00,星期五,2026-01-09,12.0,-76.741,-79.5691,-80.0,-71.0,-72.6975,-70.9525
2026-01-09 13:00:00,星期五,2026-01-09,13.0,-80.0,-79.8159,-80.0,-71.0,-72.6975,-73.9901
2026-01-09 14:00:00,星期五,2026-01-09,14.0,-80.0,-78.6867,-80.0,-71.0,-72.6975,-74.6854
2026-01-09 15:00:00,星期五,2026-01-09,15.0,-80.0,-72.9289,-80.0,-50.0,-59.6934,-46.6533
2026-01-09 16:00:00,星期五,2026-01-09,16.0,53.731,84.3894,-80.0,12.75,78.9005,96.0112
2026-01-09 17:00:00,星期五,2026-01-09,17.0,592.13,281.9564,253.9203,251.25,167.6261,126.8953
2026-01-09 18:00:00,星期五,2026-01-09,18.0,218.899,283.086,288.3918,300.0,192.6612,192.9138
2026-01-09 19:00:00,星期五,2026-01-09,19.0,277.553,232.2022,188.89,224.375,96.771,178.2606
2026-01-09 20:00:00,星期五,2026-01-09,20.0,125.159,222.1045,73.0397,100.0,65.2779,161.751
2026-01-09 21:00:00,星期五,2026-01-09,21.0,-80.0,215.0801,-80.0,73.5,61.8827,158.0078
2026-01-09 22:00:00,星期五,2026-01-09,22.0,-80.0,209.3368,-80.0,50.0,50.3223,144.3557
2026-01-09 23:00:00,星期五,2026-01-09,23.0,-80.0,201.1379,-80.0,0.0,25.9836,126.1671
2026-01-10 00:00:00,星期五,2026-01-09,24.0,-80.0,185.5323,-80.0,-30.0,25.9898,102.5292
2026-01-10 01:00:00,星期六,2026-01-10,1.0,-80.0,10.8998,-80.0,-27.2,89.0241,-15.0802
2026-01-10 02:00:00,星期六,2026-01-10,2.0,-80.0,-4.3425,-80.0,-29.625,75.5444,-11.5605
2026-01-10 03:00:00,星期六,2026-01-10,3.0,-80.0,4.3827,-80.0,-30.0,62.7665,-11.9687
2026-01-10 04:00:00,星期六,2026-01-10,4.0,-80.0,-5.5134,-80.0,-52.5,61.3303,0.8908
2026-01-10 05:00:00,星期六,2026-01-10,5.0,-80.0,-26.1234,-80.0,-60.0,52.8869,-8.8925
2026-01-10 06:00:00,星期六,2026-01-10,6.0,-80.0,-30.6388,-80.0,-46.07,46.8517,-7.6802
2026-01-10 07:00:00,星期六,2026-01-10,7.0,-77.09,-29.6102,-80.0,-20.4,42.9074,-19.1326
2026-01-10 08:00:00,星期六,2026-01-10,8.0,-57.126,60.966,113.2071,100.0,99.6038,22.7291
2026-01-10 09:00:00,星期六,2026-01-10,9.0,-10.921,48.2596,-80.0,200.0,64.8467,2.8947
2026-01-10 10:00:00,星期六,2026-01-10,10.0,-80.0,-78.3798,-80.0,0.0,-70.7492,-47.7501
2026-01-10 11:00:00,星期六,2026-01-10,11.0,-80.0,-79.8573,-80.0,-79.45,-76.8264,-49.7746
2026-01-10 12:00:00,星期六,2026-01-10,12.0,-74.79,-80.4091,-80.0,-79.0,-76.7847,-49.5179
2026-01-10 13:00:00,星期六,2026-01-10,13.0,-80.0,-80.3012,-80.0,-79.0,-76.7847,-49.9598
2026-01-10 14:00:00,星期六,2026-01-10,14.0,-80.0,-79.6033,-80.0,-79.0,-76.7847,-50.5936
2026-01-10 15:00:00,星期六,2026-01-10,15.0,-80.0,-77.9343,-80.0,-77.5,-73.6112,-41.8495
2026-01-10 16:00:00,星期六,2026-01-10,16.0,-80.0,66.0956,76.4733,90.29,65.8818,69.3282
2026-01-10 17:00:00,星期六,2026-01-10,17.0,294.387,205.5099,245.0755,277.22,169.257,181.36
2026-01-10 18:00:00,星期六,2026-01-10,18.0,398.406,249.6179,336.8064,358.205,226.0911,255.7701
2026-01-10 19:00:00,星期六,2026-01-10,19.0,443.424,227.363,333.5462,360.22,207.4576,237.2138
2026-01-10 20:00:00,星期六,2026-01-10,20.0,413.698,229.208,324.8417,350.0,204.9225,241.968
2026-01-10 21:00:00,星期六,2026-01-10,21.0,350.166,232.3409,279.4212,300.0,204.6499,242.5811
2026-01-10 22:00:00,星期六,2026-01-10,22.0,375.263,230.7729,239.0208,255.0,197.7145,248.2316
2026-01-10 23:00:00,星期六,2026-01-10,23.0,355.44,214.3906,184.8449,200.0,145.7448,216.3926
2026-01-11 00:00:00,星期六,2026-01-10,24.0,27.03,193.5594,154.6898,166.0,108.0124,192.1499
2026-01-11 01:00:00,星期日,2026-01-11,1.0,-80.0,31.4295,-80.0,-27.7,106.6208,77.1459
2026-01-11 02:00:00,星期日,2026-01-11,2.0,-80.0,3.2752,-80.0,-25.125,95.6721,89.545
2026-01-11 03:00:00,星期日,2026-01-11,3.0,-80.0,13.8086,-80.0,-25.0,93.968,77.0565
2026-01-11 04:00:00,星期日,2026-01-11,4.0,-80.0,8.8869,-80.0,-30.0,96.0854,87.5205
2026-01-11 05:00:00,星期日,2026-01-11,5.0,-80.0,8.5172,-80.0,-26.5,94.9489,90.5397
2026-01-11 06:00:00,星期日,2026-01-11,6.0,-80.0,9.9985,-80.0,-26.0,99.5077,94.4837
