market_date,endpoint_id,metric_name,metric_value,value_unit,dimension_json,raw_response_id
2025-08-01,10152,日前平均出清均价,259.500000,NULL,{},14469
2025-08-02,10152,日前平均出清均价,245.100000,NULL,{},14478
2025-08-03,10152,日前平均出清均价,208.660000,NULL,{},14487
2025-08-04,10152,日前平均出清均价,201.400000,NULL,{},14496
2025-08-05,10152,日前平均出清均价,401.280000,NULL,{},14505
2025-08-06,10152,日前平均出清均价,164.910000,NULL,{},14514
2025-08-07,10152,日前平均出清均价,261.100000,NULL,{},14523
2025-08-09,10152,日前平均出清均价,407.170000,NULL,{},14541
2025-08-12,10152,日前平均出清均价,230.450000,NULL,{},14568
2025-08-13,10152,日前平均出清均价,225.750000,NULL,{},14577
2025-08-14,10152,日前平均出清均价,43.040000,NULL,{},14586
2025-08-15,10152,日前平均出清均价,61.530000,NULL,{},14595
2025-08-16,10152,日前平均出清均价,51.800000,NULL,{},14604
2025-08-17,10152,日前平均出清均价,207.900000,NULL,{},14613
2025-08-18,10152,日前平均出清均价,109.870000,NULL,{},14622
2025-08-19,10152,日前平均出清均价,133.620000,NULL,{},14631
2025-08-20,10152,日前平均出清均价,92.730000,NULL,{},14640
2025-08-23,10152,日前平均出清均价,437.790000,NULL,{},14667
2025-08-24,10152,日前平均出清均价,267.500000,NULL,{},14676
2025-08-25,10152,日前平均出清均价,179.180000,NULL,{},14685
2025-08-26,10152,日前平均出清均价,204.950000,NULL,{},14694
2025-08-27,10152,日前平均出清均价,384.820000,NULL,{},14703
2025-08-28,10152,日前平均出清均价,449.760000,NULL,{},14712
2025-08-29,10152,日前平均出清均价,232.530000,NULL,{},14721
2025-08-30,10152,日前平均出清均价,278.650000,NULL,{},14730
2025-08-31,10152,日前平均出清均价,216.560000,NULL,{},14739
2025-09-01,10152,日前平均出清均价,31.250000,NULL,{},14748
2025-09-02,10152,日前平均出清均价,350.140000,NULL,{},14757
2025-09-03,10152,日前平均出清均价,253.950000,NULL,{},14766
2025-09-04,10152,日前平均出清均价,196.360000,NULL,{},14775
2025-09-05,10152,日前平均出清均价,261.740000,NULL,{},14784
2025-09-06,10152,日前平均出清均价,292.390000,NULL,{},14793
2025-09-07,10152,日前平均出清均价,413.630000,NULL,{},14802
2025-09-08,10152,日前平均出清均价,257.360000,NULL,{},14811
2025-09-09,10152,日前平均出清均价,162.060000,NULL,{},14820
2025-09-10,10152,日前平均出清均价,135.530000,NULL,{},14829
2025-09-11,10152,日前平均出清均价,275.200000,NULL,{},14838
2025-09-12,10152,日前平均出清均价,264.650000,NULL,{},14847
2025-09-13,10152,日前平均出清均价,260.510000,NULL,{},14856
2025-09-14,10152,日前平均出清均价,228.980000,NULL,{},14865
2025-09-15,10152,日前平均出清均价,142.890000,NULL,{},14874
2025-09-16,10152,日前平均出清均价,320.610000,NULL,{},14883
2025-09-17,10152,日前平均出清均价,342.950000,NULL,{},14892
2025-09-19,10152,日前平均出清均价,167.790000,NULL,{},14910
2025-09-20,10152,日前平均出清均价,131.030000,NULL,{},14919
2025-09-21,10152,日前平均出清均价,337.850000,NULL,{},14928
2025-09-22,10152,日前平均出清均价,264.310000,NULL,{},14937
2025-09-26,10152,日前平均出清均价,306.890000,NULL,{},14973
2025-09-27,10152,日前平均出清均价,448.120000,NULL,{},14982
2025-09-29,10152,日前平均出清均价,54.420000,NULL,{},15000
2025-09-29,10155,实时平均出清均价,40.000000,NULL,{},15001
2025-09-30,10152,日前平均出清均价,46.540000,NULL,{},15009
2025-09-30,10155,实时平均出清均价,208.580000,NULL,{},15010
2025-10-01,10150,实时/日前申报均价,124.453300,NULL,{},15020
2025-10-01,10152,日前平均出清均价,337.000000,NULL,{},15018
2025-10-01,10155,实时平均出清均价,353.990000,NULL,{},15019
2025-10-02,10150,实时/日前申报均价,116.393300,NULL,{},15029
2025-10-02,10152,日前平均出清均价,169.130000,NULL,{},15027
2025-10-02,10155,实时平均出清均价,224.000000,NULL,{},15028
2025-10-03,10150,实时/日前申报均价,87.180000,NULL,{},15038
2025-10-03,10152,日前平均出清均价,140.000000,NULL,{},15036
2025-10-03,10155,实时平均出清均价,208.000000,NULL,{},15037
2025-10-04,10150,实时/日前申报均价,77.630000,NULL,{},15047
2025-10-04,10152,日前平均出清均价,218.000000,NULL,{},15045
2025-10-04,10155,实时平均出清均价,218.000000,NULL,{},15046
2025-10-05,10150,实时/日前申报均价,92.930000,NULL,{},15056
2025-10-05,10152,日前平均出清均价,337.000000,NULL,{},15054
2025-10-05,10155,实时平均出清均价,337.000000,NULL,{},15055
2025-10-06,10150,实时/日前申报均价,85.740000,NULL,{},15065
2025-10-06,10152,日前平均出清均价,257.000000,NULL,{},15063
2025-10-06,10155,实时平均出清均价,256.000000,NULL,{},15064
2025-10-07,10150,实时/日前申报均价,86.850000,NULL,{},15074
2025-10-07,10152,日前平均出清均价,329.000000,NULL,{},15072
2025-10-07,10155,实时平均出清均价,313.000000,NULL,{},15073
2025-10-08,10150,实时/日前申报均价,91.480000,NULL,{},15083
2025-10-08,10152,日前平均出清均价,336.000000,NULL,{},15081
2025-10-08,10155,实时平均出清均价,322.000000,NULL,{},15082
2025-10-09,10150,实时/日前申报均价,114.120000,NULL,{},15092
2025-10-09,10152,日前平均出清均价,337.000000,NULL,{},15090
2025-10-09,10155,实时平均出清均价,337.000000,NULL,{},15091
2025-10-10,10150,实时/日前申报均价,113.690000,NULL,{},15101
2025-10-10,10152,日前平均出清均价,337.000000,NULL,{},15099
2025-10-10,10155,实时平均出清均价,337.000000,NULL,{},15100
2025-10-11,10150,实时/日前申报均价,106.820000,NULL,{},15110
2025-10-11,10152,日前平均出清均价,337.000000,NULL,{},15108
2025-10-11,10155,实时平均出清均价,337.000000,NULL,{},15109
2025-10-12,10150,实时/日前申报均价,112.650000,NULL,{},15119
2025-10-12,10152,日前平均出清均价,302.000000,NULL,{},15117
2025-10-12,10155,实时平均出清均价,323.000000,NULL,{},15118
2025-10-13,10150,实时/日前申报均价,114.780000,NULL,{},15128
2025-10-13,10152,日前平均出清均价,211.000000,NULL,{},15126
2025-10-13,10155,实时平均出清均价,225.000000,NULL,{},15127
2025-10-14,10150,实时/日前申报均价,107.210000,NULL,{},15137
2025-10-14,10152,日前平均出清均价,192.000000,NULL,{},15135
2025-10-14,10155,实时平均出清均价,182.000000,NULL,{},15136
2025-10-15,10150,实时/日前申报均价,113.480000,NULL,{},15146
2025-10-15,10152,日前平均出清均价,250.000000,NULL,{},15144
2025-10-15,10155,实时平均出清均价,246.000000,NULL,{},15145
2025-10-16,10150,实时/日前申报均价,104.780000,NULL,{},15155
2025-10-16,10152,日前平均出清均价,260.000000,NULL,{},15153
2025-10-16,10155,实时平均出清均价,244.000000,NULL,{},15154
2025-10-17,10150,实时/日前申报均价,109.410000,NULL,{},15164
2025-10-17,10152,日前平均出清均价,246.000000,NULL,{},15162
2025-10-17,10155,实时平均出清均价,242.000000,NULL,{},15163
2025-10-18,10150,实时/日前申报均价,108.190000,NULL,{},15173
2025-10-18,10152,日前平均出清均价,289.000000,NULL,{},15171
2025-10-18,10155,实时平均出清均价,265.000000,NULL,{},15172
2025-10-19,10150,实时/日前申报均价,109.900000,NULL,{},15182
2025-10-19,10152,日前平均出清均价,268.000000,NULL,{},15180
2025-10-19,10155,实时平均出清均价,247.000000,NULL,{},15181
2025-10-20,10150,实时/日前申报均价,107.350000,NULL,{},15191
2025-10-20,10152,日前平均出清均价,337.000000,NULL,{},15189
2025-10-20,10155,实时平均出清均价,337.000000,NULL,{},15190
2025-10-21,10150,实时/日前申报均价,115.520000,NULL,{},15200
2025-10-21,10152,日前平均出清均价,337.000000,NULL,{},15198
2025-10-21,10155,实时平均出清均价,299.000000,NULL,{},15199
2025-10-22,10150,实时/日前申报均价,113.390000,NULL,{},15209
2025-10-22,10152,日前平均出清均价,337.000000,NULL,{},15207
2025-10-22,10155,实时平均出清均价,337.000000,NULL,{},15208
2025-10-23,10150,实时/日前申报均价,115.380000,NULL,{},15218
2025-10-23,10152,日前平均出清均价,296.000000,NULL,{},15216
2025-10-23,10155,实时平均出清均价,258.000000,NULL,{},15217
2025-10-24,10150,实时/日前申报均价,117.290000,NULL,{},15227
2025-10-24,10152,日前平均出清均价,337.000000,NULL,{},15225
2025-10-24,10155,实时平均出清均价,290.000000,NULL,{},15226
2025-10-25,10150,实时/日前申报均价,116.170000,NULL,{},15236
2025-10-25,10152,日前平均出清均价,337.000000,NULL,{},15234
2025-10-25,10155,实时平均出清均价,286.000000,NULL,{},15235
2025-10-26,10150,实时/日前申报均价,109.930000,NULL,{},15245
2025-10-26,10152,日前平均出清均价,295.000000,NULL,{},15243
2025-10-26,10155,实时平均出清均价,268.000000,NULL,{},15244
2025-10-27,10150,实时/日前申报均价,110.420000,NULL,{},15254
2025-10-27,10152,日前平均出清均价,265.000000,NULL,{},15252
2025-10-27,10155,实时平均出清均价,230.000000,NULL,{},15253
2025-10-28,10150,实时/日前申报均价,111.580000,NULL,{},15263
2025-10-28,10152,日前平均出清均价,282.000000,NULL,{},15261
2025-10-28,10155,实时平均出清均价,284.000000,NULL,{},15262
2025-10-29,10150,实时/日前申报均价,110.830000,NULL,{},15272
2025-10-29,10152,日前平均出清均价,286.000000,NULL,{},15270
2025-10-29,10155,实时平均出清均价,252.000000,NULL,{},15271
2025-10-30,10150,实时/日前申报均价,111.010000,NULL,{},15281
2025-10-30,10152,日前平均出清均价,293.000000,NULL,{},15279
2025-10-30,10155,实时平均出清均价,314.000000,NULL,{},15280
2025-10-31,10150,实时/日前申报均价,111.060000,NULL,{},15290
2025-10-31,10152,日前平均出清均价,282.000000,NULL,{},15288
2025-10-31,10155,实时平均出清均价,266.000000,NULL,{},15289
2025-11-01,10150,实时/日前申报均价,112.190000,NULL,{},15299
2025-11-01,10152,日前平均出清均价,282.000000,NULL,{},15297
2025-11-01,10155,实时平均出清均价,257.000000,NULL,{},15298
2025-11-02,10150,实时/日前申报均价,113.860000,NULL,{},15308
2025-11-02,10152,日前平均出清均价,279.000000,NULL,{},15306
2025-11-02,10155,实时平均出清均价,290.000000,NULL,{},15307
2025-11-03,10150,实时/日前申报均价,98.610000,NULL,{},15317
2025-11-03,10152,日前平均出清均价,233.000000,NULL,{},15315
2025-11-03,10155,实时平均出清均价,226.000000,NULL,{},15316
2025-11-04,10150,实时/日前申报均价,96.180000,NULL,{},15326
2025-11-04,10152,日前平均出清均价,174.000000,NULL,{},15324
2025-11-04,10155,实时平均出清均价,109.000000,NULL,{},15325
2025-11-05,10150,实时/日前申报均价,97.230000,NULL,{},15335
2025-11-05,10152,日前平均出清均价,95.000000,NULL,{},15333
2025-11-05,10155,实时平均出清均价,127.000000,NULL,{},15334
2025-11-06,10150,实时/日前申报均价,96.770000,NULL,{},15344
2025-11-06,10152,日前平均出清均价,168.000000,NULL,{},15342
2025-11-06,10155,实时平均出清均价,71.000000,NULL,{},15343
2025-11-07,10150,实时/日前申报均价,93.040000,NULL,{},15353
2025-11-07,10152,日前平均出清均价,145.000000,NULL,{},15351
2025-11-07,10155,实时平均出清均价,143.000000,NULL,{},15352
2025-11-08,10150,实时/日前申报均价,94.890000,NULL,{},15362
2025-11-08,10152,日前平均出清均价,235.000000,NULL,{},15360
2025-11-08,10155,实时平均出清均价,261.000000,NULL,{},15361
2025-11-09,10150,实时/日前申报均价,95.010000,NULL,{},15371
2025-11-09,10152,日前平均出清均价,257.000000,NULL,{},15369
2025-11-09,10155,实时平均出清均价,244.000000,NULL,{},15370
2025-11-10,10150,实时/日前申报均价,94.940000,NULL,{},15380
2025-11-10,10152,日前平均出清均价,299.000000,NULL,{},15378
2025-11-10,10155,实时平均出清均价,246.000000,NULL,{},15379
2025-11-11,10150,实时/日前申报均价,100.750000,NULL,{},15389
2025-11-11,10152,日前平均出清均价,297.000000,NULL,{},15387
2025-11-11,10155,实时平均出清均价,257.000000,NULL,{},15388
2025-11-12,10150,实时/日前申报均价,99.960000,NULL,{},15398
2025-11-12,10152,日前平均出清均价,245.000000,NULL,{},15396
2025-11-12,10155,实时平均出清均价,239.000000,NULL,{},15397
2025-11-13,10150,实时/日前申报均价,99.810000,NULL,{},15407
2025-11-13,10152,日前平均出清均价,255.000000,NULL,{},15405
2025-11-13,10155,实时平均出清均价,234.000000,NULL,{},15406
2025-11-14,10150,实时/日前申报均价,98.530000,NULL,{},15416
2025-11-14,10152,日前平均出清均价,241.000000,NULL,{},15414
2025-11-14,10155,实时平均出清均价,238.000000,NULL,{},15415
2025-11-15,10150,实时/日前申报均价,96.750000,NULL,{},15425
2025-11-15,10152,日前平均出清均价,223.000000,NULL,{},15423
2025-11-15,10155,实时平均出清均价,194.000000,NULL,{},15424
2025-11-16,10150,实时/日前申报均价,99.140000,NULL,{},15434
2025-11-16,10152,日前平均出清均价,247.000000,NULL,{},15432
2025-11-16,10155,实时平均出清均价,229.000000,NULL,{},15433
2025-11-17,10150,实时/日前申报均价,99.820000,NULL,{},15443
2025-11-17,10152,日前平均出清均价,269.000000,NULL,{},15441
2025-11-17,10155,实时平均出清均价,230.000000,NULL,{},15442
2025-11-18,10150,实时/日前申报均价,97.920000,NULL,{},15452
2025-11-18,10152,日前平均出清均价,221.000000,NULL,{},15450
2025-11-18,10155,实时平均出清均价,208.000000,NULL,{},15451
2025-11-19,10150,实时/日前申报均价,98.380000,NULL,{},15461
2025-11-19,10152,日前平均出清均价,244.000000,NULL,{},15459
2025-11-19,10155,实时平均出清均价,242.000000,NULL,{},15460
2025-11-20,10150,实时/日前申报均价,98.530000,NULL,{},15470
2025-11-20,10152,日前平均出清均价,236.000000,NULL,{},15468
2025-11-20,10155,实时平均出清均价,212.000000,NULL,{},15469
2025-11-21,10150,实时/日前申报均价,98.610000,NULL,{},15479
2025-11-21,10152,日前平均出清均价,261.000000,NULL,{},15477
2025-11-21,10155,实时平均出清均价,246.000000,NULL,{},15478
2025-11-22,10150,实时/日前申报均价,87.480000,NULL,{},15488
2025-11-22,10152,日前平均出清均价,147.000000,NULL,{},15486
2025-11-22,10155,实时平均出清均价,150.000000,NULL,{},15487
2025-11-23,10150,实时/日前申报均价,86.940000,NULL,{},15497
2025-11-23,10152,日前平均出清均价,49.000000,NULL,{},15495
2025-11-23,10155,实时平均出清均价,116.000000,NULL,{},15496
2025-11-24,10150,实时/日前申报均价,88.800000,NULL,{},15506
2025-11-24,10152,日前平均出清均价,117.000000,NULL,{},15504
2025-11-24,10155,实时平均出清均价,140.000000,NULL,{},15505
2025-11-25,10150,实时/日前申报均价,96.660000,NULL,{},15515
2025-11-25,10152,日前平均出清均价,214.000000,NULL,{},15513
2025-11-25,10155,实时平均出清均价,202.000000,NULL,{},15514
2025-11-26,10150,实时/日前申报均价,89.980000,NULL,{},15524
2025-11-26,10152,日前平均出清均价,72.000000,NULL,{},15522
2025-11-26,10155,实时平均出清均价,158.000000,NULL,{},15523
2025-11-27,10150,实时/日前申报均价,90.390000,NULL,{},15533
2025-11-27,10152,日前平均出清均价,111.000000,NULL,{},15531
2025-11-27,10155,实时平均出清均价,141.000000,NULL,{},15532
2025-11-28,10150,实时/日前申报均价,95.360000,NULL,{},15542
2025-11-28,10152,日前平均出清均价,179.000000,NULL,{},15540
2025-11-28,10155,实时平均出清均价,203.000000,NULL,{},15541
2025-11-29,10150,实时/日前申报均价,98.390000,NULL,{},15551
2025-11-29,10152,日前平均出清均价,183.000000,NULL,{},15549
2025-11-29,10155,实时平均出清均价,227.000000,NULL,{},15550
2025-11-30,10150,实时/日前申报均价,103.750000,NULL,{},15560
2025-11-30,10152,日前平均出清均价,149.000000,NULL,{},15558
2025-11-30,10155,实时平均出清均价,230.000000,NULL,{},15559
2025-12-01,10150,实时/日前申报均价,104.250000,NULL,{},15569
2025-12-01,10152,日前平均出清均价,204.000000,NULL,{},15567
2025-12-01,10155,实时平均出清均价,196.000000,NULL,{},15568
2025-12-02,10150,实时/日前申报均价,94.050000,NULL,{},15578
2025-12-02,10152,日前平均出清均价,209.000000,NULL,{},15576
2025-12-02,10155,实时平均出清均价,216.000000,NULL,{},15577
2025-12-03,10150,实时/日前申报均价,89.450000,NULL,{},15587
2025-12-03,10152,日前平均出清均价,221.000000,NULL,{},15585
2025-12-03,10155,实时平均出清均价,225.000000,NULL,{},15586
2025-12-04,10150,实时/日前申报均价,104.850000,NULL,{},15596
2025-12-04,10152,日前平均出清均价,257.000000,NULL,{},15594
2025-12-04,10155,实时平均出清均价,268.000000,NULL,{},15595
2025-12-05,10150,实时/日前申报均价,91.400000,NULL,{},15605
2025-12-05,10152,日前平均出清均价,151.000000,NULL,{},15603
2025-12-05,10155,实时平均出清均价,147.000000,NULL,{},15604
2025-12-06,10150,实时/日前申报均价,91.020000,NULL,{},15614
2025-12-06,10152,日前平均出清均价,107.000000,NULL,{},15612
2025-12-06,10155,实时平均出清均价,104.000000,NULL,{},15613
2025-12-07,10150,实时/日前申报均价,96.040000,NULL,{},15623
2025-12-07,10152,日前平均出清均价,195.000000,NULL,{},15621
2025-12-07,10155,实时平均出清均价,166.000000,NULL,{},15622
2025-12-08,10150,实时/日前申报均价,105.330000,NULL,{},15632
2025-12-08,10152,日前平均出清均价,298.000000,NULL,{},15630
2025-12-08,10155,实时平均出清均价,278.000000,NULL,{},15631
2025-12-09,10150,实时/日前申报均价,93.890000,NULL,{},15641
2025-12-09,10152,日前平均出清均价,257.000000,NULL,{},15639
2025-12-09,10155,实时平均出清均价,249.000000,NULL,{},15640
2025-12-10,10150,实时/日前申报均价,98.720000,NULL,{},15650
2025-12-10,10152,日前平均出清均价,189.000000,NULL,{},15648
2025-12-10,10155,实时平均出清均价,218.000000,NULL,{},15649
2025-12-11,10150,实时/日前申报均价,82.770000,NULL,{},15659
2025-12-11,10152,日前平均出清均价,71.000000,NULL,{},15657
2025-12-11,10155,实时平均出清均价,140.000000,NULL,{},15658
2025-12-12,10150,实时/日前申报均价,82.430000,NULL,{},15668
2025-12-12,10152,日前平均出清均价,40.000000,NULL,{},15666
2025-12-12,10155,实时平均出清均价,56.000000,NULL,{},15667
2025-12-13,10150,实时/日前申报均价,98.170000,NULL,{},15677
2025-12-13,10152,日前平均出清均价,180.000000,NULL,{},15675
2025-12-13,10155,实时平均出清均价,215.000000,NULL,{},15676
2025-12-14,10150,实时/日前申报均价,98.700000,NULL,{},15686
2025-12-14,10152,日前平均出清均价,225.000000,NULL,{},15684
2025-12-14,10155,实时平均出清均价,234.000000,NULL,{},15685
2025-12-15,10150,实时/日前申报均价,96.430000,NULL,{},15695
2025-12-15,10152,日前平均出清均价,236.000000,NULL,{},15693
2025-12-15,10155,实时平均出清均价,257.000000,NULL,{},15694
2025-12-16,10150,实时/日前申报均价,96.750000,NULL,{},15704
2025-12-16,10152,日前平均出清均价,192.000000,NULL,{},15702
2025-12-16,10155,实时平均出清均价,221.000000,NULL,{},15703
2025-12-17,10150,实时/日前申报均价,97.000000,NULL,{},15713
2025-12-17,10152,日前平均出清均价,216.000000,NULL,{},15711
2025-12-17,10155,实时平均出清均价,203.000000,NULL,{},15712
2025-12-18,10150,实时/日前申报均价,97.320000,NULL,{},15722
2025-12-18,10152,日前平均出清均价,94.000000,NULL,{},15720
2025-12-18,10155,实时平均出清均价,241.000000,NULL,{},15721
2025-12-19,10150,实时/日前申报均价,99.150000,NULL,{},15731
2025-12-19,10152,日前平均出清均价,160.000000,NULL,{},15729
2025-12-19,10155,实时平均出清均价,241.000000,NULL,{},15730
2025-12-20,10150,实时/日前申报均价,97.600000,NULL,{},15740
2025-12-20,10152,日前平均出清均价,141.000000,NULL,{},15738
2025-12-20,10155,实时平均出清均价,234.000000,NULL,{},15739
2025-12-21,10150,实时/日前申报均价,98.770000,NULL,{},15749
2025-12-21,10152,日前平均出清均价,107.000000,NULL,{},15747
2025-12-21,10155,实时平均出清均价,239.000000,NULL,{},15748
2025-12-22,10150,实时/日前申报均价,101.160000,NULL,{},15758
2025-12-22,10152,日前平均出清均价,136.000000,NULL,{},15756
2025-12-22,10155,实时平均出清均价,187.000000,NULL,{},15757
2025-12-23,10150,实时/日前申报均价,103.460000,NULL,{},15767
2025-12-23,10152,日前平均出清均价,199.000000,NULL,{},15765
2025-12-23,10155,实时平均出清均价,259.000000,NULL,{},15766
2025-12-24,10150,实时/日前申报均价,103.770000,NULL,{},15776
2025-12-24,10152,日前平均出清均价,269.000000,NULL,{},15774
2025-12-24,10155,实时平均出清均价,234.000000,NULL,{},15775
2025-12-25,10150,实时/日前申报均价,106.090000,NULL,{},15785
2025-12-25,10152,日前平均出清均价,295.000000,NULL,{},15783
2025-12-25,10155,实时平均出清均价,298.000000,NULL,{},15784
2025-12-26,10150,实时/日前申报均价,91.970000,NULL,{},15794
2025-12-26,10152,日前平均出清均价,209.000000,NULL,{},15792
2025-12-26,10155,实时平均出清均价,231.000000,NULL,{},15793
2025-12-27,10150,实时/日前申报均价,105.730000,NULL,{},15803
2025-12-27,10152,日前平均出清均价,282.000000,NULL,{},15801
2025-12-27,10155,实时平均出清均价,285.000000,NULL,{},15802
2025-12-28,10150,实时/日前申报均价,105.270000,NULL,{},15812
2025-12-28,10152,日前平均出清均价,178.000000,NULL,{},15810
2025-12-28,10155,实时平均出清均价,231.000000,NULL,{},15811
2025-12-29,10150,实时/日前申报均价,105.360000,NULL,{},15821
2025-12-29,10152,日前平均出清均价,283.000000,NULL,{},15819
2025-12-29,10155,实时平均出清均价,287.000000,NULL,{},15820
2025-12-30,10150,实时/日前申报均价,106.480000,NULL,{},15830
2025-12-30,10152,日前平均出清均价,317.000000,NULL,{},15828
2025-12-30,10155,实时平均出清均价,298.000000,NULL,{},15829
2025-12-31,10150,实时/日前申报均价,105.930000,NULL,{},15839
2025-12-31,10152,日前平均出清均价,337.000000,NULL,{},15837
2025-12-31,10155,实时平均出清均价,337.000000,NULL,{},15838
2026-01-01,10150,实时/日前申报均价,158.630000,NULL,{},615
2026-01-01,10152,日前平均出清均价,325.000000,NULL,{},613
2026-01-01,10155,实时平均出清均价,338.000000,NULL,{},614
2026-01-02,10150,实时/日前申报均价,127.890000,NULL,{},624
2026-01-02,10152,日前平均出清均价,318.000000,NULL,{},622
2026-01-02,10155,实时平均出清均价,337.000000,NULL,{},623
2026-01-03,10150,实时/日前申报均价,122.990000,NULL,{},633
2026-01-03,10152,日前平均出清均价,288.000000,NULL,{},631
2026-01-03,10155,实时平均出清均价,300.000000,NULL,{},632
2026-01-04,10150,实时/日前申报均价,104.050000,NULL,{},642
2026-01-04,10152,日前平均出清均价,211.000000,NULL,{},640
2026-01-04,10155,实时平均出清均价,227.000000,NULL,{},641
2026-01-05,10150,实时/日前申报均价,125.110000,NULL,{},651
2026-01-05,10152,日前平均出清均价,248.000000,NULL,{},649
2026-01-05,10155,实时平均出清均价,229.000000,NULL,{},650
2026-01-06,10150,实时/日前申报均价,117.520000,NULL,{},660
2026-01-06,10152,日前平均出清均价,67.000000,NULL,{},658
2026-01-06,10155,实时平均出清均价,185.000000,NULL,{},659
2026-01-07,10150,实时/日前申报均价,115.640000,NULL,{},669
2026-01-07,10152,日前平均出清均价,100.000000,NULL,{},667
2026-01-07,10155,实时平均出清均价,109.000000,NULL,{},668
2026-01-08,10150,实时/日前申报均价,114.890000,NULL,{},678
2026-01-08,10152,日前平均出清均价,177.000000,NULL,{},676
2026-01-08,10155,实时平均出清均价,140.000000,NULL,{},677
2026-01-09,10150,实时/日前申报均价,113.090000,NULL,{},687
2026-01-09,10152,日前平均出清均价,96.000000,NULL,{},685
2026-01-09,10155,实时平均出清均价,133.000000,NULL,{},686
2026-01-10,10150,实时/日前申报均价,111.620000,NULL,{},696
2026-01-10,10152,日前平均出清均价,148.000000,NULL,{},694
2026-01-10,10155,实时平均出清均价,196.000000,NULL,{},695
2026-01-11,10150,实时/日前申报均价,102.870000,NULL,{},705
2026-01-11,10152,日前平均出清均价,153.000000,NULL,{},703
2026-01-11,10155,实时平均出清均价,188.000000,NULL,{},704
2026-01-12,10150,实时/日前申报均价,103.180000,NULL,{},714
2026-01-12,10152,日前平均出清均价,100.000000,NULL,{},712
2026-01-12,10155,实时平均出清均价,144.000000,NULL,{},713
2026-01-13,10150,实时/日前申报均价,103.300000,NULL,{},723
2026-01-13,10152,日前平均出清均价,235.000000,NULL,{},721
2026-01-13,10155,实时平均出清均价,220.000000,NULL,{},722
2026-01-14,10150,实时/日前申报均价,103.820000,NULL,{},732
2026-01-14,10152,日前平均出清均价,107.000000,NULL,{},730
2026-01-14,10155,实时平均出清均价,113.000000,NULL,{},731
2026-01-15,10150,实时/日前申报均价,102.680000,NULL,{},741
2026-01-15,10152,日前平均出清均价,186.000000,NULL,{},739
2026-01-15,10155,实时平均出清均价,230.000000,NULL,{},740
2026-01-16,10150,实时/日前申报均价,95.380000,NULL,{},750
2026-01-16,10152,日前平均出清均价,210.000000,NULL,{},748
2026-01-16,10155,实时平均出清均价,205.000000,NULL,{},749
2026-01-17,10150,实时/日前申报均价,102.850000,NULL,{},759
2026-01-17,10152,日前平均出清均价,42.000000,NULL,{},757
2026-01-17,10155,实时平均出清均价,206.000000,NULL,{},758
2026-01-18,10150,实时/日前申报均价,112.400000,NULL,{},768
2026-01-18,10152,日前平均出清均价,205.000000,NULL,{},766
2026-01-18,10155,实时平均出清均价,337.000000,NULL,{},767
2026-01-19,10150,实时/日前申报均价,113.500000,NULL,{},777
2026-01-19,10152,日前平均出清均价,275.000000,NULL,{},775
2026-01-19,10155,实时平均出清均价,327.000000,NULL,{},776
2026-01-20,10150,实时/日前申报均价,115.970000,NULL,{},786
2026-01-20,10152,日前平均出清均价,258.000000,NULL,{},784
2026-01-20,10155,实时平均出清均价,337.000000,NULL,{},785
2026-01-21,10150,实时/日前申报均价,116.190000,NULL,{},795
2026-01-21,10152,日前平均出清均价,257.000000,NULL,{},793
2026-01-21,10155,实时平均出清均价,245.000000,NULL,{},794
2026-01-22,10150,实时/日前申报均价,115.130000,NULL,{},804
2026-01-22,10152,日前平均出清均价,237.000000,NULL,{},802
2026-01-22,10155,实时平均出清均价,202.000000,NULL,{},803
2026-01-23,10150,实时/日前申报均价,114.670000,NULL,{},813
2026-01-23,10152,日前平均出清均价,226.000000,NULL,{},811
2026-01-23,10155,实时平均出清均价,252.000000,NULL,{},812
2026-01-24,10150,实时/日前申报均价,104.300000,NULL,{},822
2026-01-24,10152,日前平均出清均价,149.000000,NULL,{},820
2026-01-24,10155,实时平均出清均价,140.000000,NULL,{},821
2026-01-25,10150,实时/日前申报均价,102.170000,NULL,{},831
2026-01-25,10152,日前平均出清均价,70.000000,NULL,{},829
2026-01-25,10155,实时平均出清均价,156.000000,NULL,{},830
2026-01-26,10150,实时/日前申报均价,113.270000,NULL,{},840
2026-01-26,10152,日前平均出清均价,253.000000,NULL,{},838
2026-01-26,10155,实时平均出清均价,231.000000,NULL,{},839
2026-01-27,10150,实时/日前申报均价,112.870000,NULL,{},849
2026-01-27,10152,日前平均出清均价,257.000000,NULL,{},847
2026-01-27,10155,实时平均出清均价,261.000000,NULL,{},848
2026-01-28,10150,实时/日前申报均价,121.890000,NULL,{},858
2026-01-28,10152,日前平均出清均价,200.000000,NULL,{},856
2026-01-28,10155,实时平均出清均价,225.000000,NULL,{},857
2026-01-29,10150,实时/日前申报均价,120.140000,NULL,{},867
2026-01-29,10152,日前平均出清均价,209.000000,NULL,{},865
2026-01-29,10155,实时平均出清均价,291.000000,NULL,{},866
2026-01-30,10150,实时/日前申报均价,116.090000,NULL,{},876
2026-01-30,10152,日前平均出清均价,225.000000,NULL,{},874
2026-01-30,10155,实时平均出清均价,212.000000,NULL,{},875
2026-01-31,10150,实时/日前申报均价,117.510000,NULL,{},885
2026-01-31,10152,日前平均出清均价,337.000000,NULL,{},883
2026-01-31,10155,实时平均出清均价,287.000000,NULL,{},884
